97.90	0.79
99.28	12.51
101.53	29.14
103.74	43.42
106.25	56.98
109.14	71.63
112.71	86.89
116.58	101.25
120.44	114.84
119.69	118.18
122.90	129.14
126.31	140.56
130.58	153.76
133.95	163.17
133.95	163.17
139.59	177.31
144.87	189.38
151.13	202.75
157.01	214.74
163.11	226.37
169.73	238.44
177.10	251.40
184.00	263.09
294.46	453.52
294.45	453.49
301.76	466.66
307.19	477.10
312.86	488.39
317.83	498.94
317.85	498.98
321.97	508.66
326.05	518.89
330.59	531.11
335.06	544.09
339.28	557.80
343.19	572.19
346.51	586.03
349.69	601.81
352.07	616.59
353.89	630.10
355.39	643.98
356.52	658.21
357.11	672.39
357.37	686.61
357.43	696.59
357.43	696.59
361.13	1093.02
361.13	1093.02
362.17	1221.23
362.17	1221.23
363.89	1436.34
363.89	1436.34
364.69	1523.37
364.69	1523.37
366.15	1666.76
366.15	1666.76
367.15	1775.12
367.67	1832.30
367.38	1847.58
366.20	1860.35
364.09	1871.90
360.11	1885.56
354.73	1897.66
348.18	1910.54
340.74	1922.30
332.72	1933.48
324.17	1943.59
314.41	1952.74
304.46	1960.52
293.11	1967.72
281.32	1973.55
268.75	1978.39
255.48	1982.36
242.34	1985.28
190.18	1996.48
171.85	2001.51
154.23	2008.03
137.72	2015.48
122.74	2024.00
107.83	2033.67
92.90	2044.15
78.63	2054.95
64.58	2066.40
51.68	2077.70
40.20	2087.92
26.46	2099.38
-1.04	2121.89
