13	-84.3606	7
13	-84.3041	7
13	-84.2482	7
13	-84.2073	7
13	-84.1661	7
13	-84.1248	7
13	-84.0832	7
13	-84.0414	7
13	-83.9994	7
13	-83.9573	7
13	-83.9126	7
13	-83.8452	7
13	-83.7773	7
13	-83.7094	7
13	-83.6641	7
13	-83.6203	7
13	-83.5761	7
13	-83.5317	7
13	-83.4872	7
13	-83.4425	7
13	-83.3974	7
13	-83.3382	7
13	-83.2782	7
13	-83.2178	7
13	-83.1661	7
13	-83.1197	7
13	-83.073	7
13	-83.0261	7
13	-82.9789	7
13	-82.9315	7
13	-82.8839	7
13	-82.8298	7
13	-82.7665	7
13	-82.7029	7
13	-82.6399	7
13	-82.5907	7
13	-82.5412	7
13	-82.4913	7
13	-82.4413	7
13	-82.391	7
13	-82.3404	7
13	-82.2895	7
13	-82.2383	7
13	-82.1868	7
13	-82.1205	7
13	-82.0526	7
13	-81.9846	7
13	-81.9252	7
13	-81.8718	7
13	-81.8181	7
13	-81.7641	7
13	-81.7098	7
13	-81.6551	7
13	-81.6001	7
13	-81.5447	7
13	-81.489	7
13	-81.433	7
13	-81.3599	7
13	-81.2817	7
13	-81.2071	7
13	-81.142	7
13	-81.0824	7
13	-81.0225	7
13	-80.9623	7
13	-80.9016	7
13	-80.8405	7
13	-80.7789	7
13	-80.717	7
13	-80.6558	7
13	-80.5942	7
13	-80.5315	7
13	-80.4532	7
13	-80.3783	7
13	-80.303	7
13	-80.2343	7
13	-80.1685	7
13	-80.1021	7
13	-80.0351	7
13	-79.9677	7
13	-79.8997	7
13	-79.8313	7
13	-79.7624	7
13	-79.6928	7
13	-79.6226	7
13	-79.5521	7
13	-79.4735	7
13	-79.3916	7
13	-79.3095	7
13	-79.2308	7
13	-79.1569	7
13	-79.0825	7
13	-79.0076	7
13	-78.9319	7
13	-78.8556	7
13	-78.7787	7
13	-78.7013	7
13	-78.6229	7
13	-78.5441	7
13	-78.4644	7
13	-78.3737	7
13	-78.2824	7
13	-78.1902	7
13	-78.1062	7
13	-78.0241	7
13	-77.9412	7
13	-77.8575	7
13	-77.7727	7
13	-77.6876	7
13	-77.6014	7
13	-77.5145	7
13	-77.4267	7
13	-77.3378	7
13	-77.2481	7
13	-77.1577	7
13	-77.0571	7
13	-76.9511	7
13	-76.844	7
13	-76.7403	7
13	-76.6437	7
13	-76.5461	7
13	-76.4474	7
13	-76.3479	7
13	-76.2469	7
13	-76.1449	7
13	-76.0416	7
13	-75.9372	7
13	-75.8317	7
13	-75.725	7
13	-75.6136	7
13	-75.4951	7
13	-75.3755	7
13	-75.2551	7
13	-75.1394	7
13	-75.0235	7
13	-74.9057	7
13	-74.7867	7
13	-74.6656	7
13	-74.5428	7
13	-74.4186	7
13	-74.2924	7
13	-74.1642	7
13	-74.0322	7
13	-73.8917	7
13	-73.7521	7
13	-73.6138	7
13	-73.4738	7
13	-73.3315	7
13	-73.1872	7
13	-73.0398	7
13	-72.8899	7
13	-72.7377	7
13	-72.5828	7
13	-72.4257	7
13	-72.2665	7
13	-72.1043	7
13	-71.933	7
13	-71.7622	7
13	-71.5879	7
13	-71.4102	7
13	-71.2292	7
13	-71.0447	7
13	-70.8561	7
13	-70.6637	7
13	-70.4667	7
13	-70.2648	7
13	-70.059	7
13	-69.8511	7
13	-69.6381	7
13	-69.4186	7
13	-69.1918	7
13	-68.9588	7
13	-68.7193	7
13	-68.4738	7
13	-68.2206	7
13	-67.9607	7
13	-67.6919	7
13	-67.4157	7
13	-67.1303	7
13	-66.8354	7
13	-66.529	7
13	-66.2129	7
13	-65.8849	7
13	-65.5425	7
13	-65.1855	7
13	-64.8122	7
13	-64.4232	7
13	-64.0164	7
13	-63.5895	7
13	-63.1406	7
13	-62.6666	7
13	-62.1662	7
13	-61.6347	7
13	-61.0684	7
13	-60.4692	7
13	-59.8273	7
13	-59.1379	7
13	-58.3842	7
13	-57.5621	7
13	-56.6565	7
13	-55.658	7
13	-54.5388	7
13	-53.2961	7
13	-51.875	7
13	-50.2531	7
13	-48.4061	7
13	-46.3499	7
13	-43.5161	7
13	-42.4117	7
13	-45.4853	7
13	-48.6605	7
13	-50.6119	7
13	-52.2186	7
13	-53.5888	7
13	-54.7945	7
13	-55.8861	7
13	-56.8655	7
13	-57.7508	7
13	-58.5584	7
13	-59.2986	7
13	-59.9824	7
13	-60.6222	7
13	-61.2238	7
13	-61.7873	7
13	-62.3164	7
13	-62.8163	7
13	-63.2887	7
13	-63.7378	7
13	-64.1649	7
13	-64.5722	7
13	-64.9597	7
13	-65.3325	7
13	-65.6897	7
13	-66.0321	7
13	-66.3624	7
13	-66.6795	7
13	-66.9857	7
13	-67.2811	7
13	-67.5675	7
13	-67.845	7
13	-68.1136	7
13	-68.3737	7
13	-68.6268	7
13	-68.873	7
13	-69.1117	7
13	-69.3446	7
13	-69.5719	7
13	-69.7931	7
13	-70.0088	7
13	-70.2186	7
13	-70.424	7
13	-70.6246	7
13	-70.8208	7
13	-71.0122	7
13	-71.1994	7
13	-71.3826	7
13	-71.5625	7
13	-71.7383	7
13	-71.9108	7
13	-72.08	7
13	-72.2463	7
13	-72.4096	7
13	-72.5698	7
13	-72.7266	7
13	-72.881	7
13	-73.0327	7
13	-73.1817	7
13	-73.328	7
13	-73.4719	7
13	-73.6139	7
13	-73.7534	7
13	-73.8904	7
13	-74.0253	7
13	-74.1586	7
13	-74.2899	7
13	-74.4191	7
13	-74.5466	7
13	-74.672	7
13	-74.7958	7
13	-74.9176	7
13	-75.0379	7
13	-75.1564	7
13	-75.2736	7
13	-75.3887	7
13	-75.5023	7
13	-75.6148	7
13	-75.7259	7
13	-75.8355	7
13	-75.9437	7
13	-76.0508	7
13	-76.1563	7
13	-76.2607	7
13	-76.3638	7
13	-76.4655	7
13	-76.5661	7
13	-76.6654	7
13	-76.7638	7
13	-76.8609	7
13	-76.957	7
13	-77.0523	7
13	-77.1463	7
13	-77.2396	7
13	-77.3315	7
13	-77.4229	7
13	-77.5132	7
13	-77.6026	7
13	-77.6911	7
13	-77.7785	7
13	-77.865	7
13	-77.9509	7
13	-78.036	7
13	-78.1203	7
13	-78.2037	7
13	-78.2862	7
13	-78.3681	7
13	-78.4491	7
13	-78.5292	7
13	-78.6088	7
13	-78.6876	7
13	-78.7656	7
13	-78.8429	7
13	-78.9194	7
13	-78.9954	7
13	-79.071	7
13	-79.1458	7
13	-79.22	7
13	-79.2934	7
13	-79.3662	7
13	-79.4385	7
13	-79.5102	7
13	-79.5811	7
13	-79.6515	7
13	-79.7214	7
13	-79.7907	7
13	-79.8593	7
13	-79.9276	7
13	-79.9953	7
13	-80.0624	7
13	-80.1291	7
13	-80.1952	7
13	-80.2607	7
13	-80.326	7
13	-80.3906	7
13	-80.455	7
13	-80.5186	7
13	-80.5818	7
13	-80.6446	7
13	-80.7071	7
13	-80.7689	7
13	-80.8305	7
13	-80.8915	7
13	-80.9521	7
13	-81.0124	7
13	-81.0722	7
13	-81.1316	7
13	-81.1906	7
13	-81.2493	7
13	-81.3074	7
13	-81.3651	7
13	-81.4226	7
13	-81.4796	7
13	-81.5362	7
13	-81.5925	7
13	-81.6485	7
13	-81.704	7
13	-81.7593	7
13	-81.8142	7
13	-81.8686	7
13	-81.9229	7
13	-81.9769	7
13	-82.0304	7
13	-82.0836	7
13	-82.1366	7
13	-82.1891	7
13	-82.2413	7
13	-82.2931	7
13	-82.3446	7
13	-82.3958	7
13	-82.4468	7
13	-82.4977	7
13	-82.5481	7
13	-82.5983	7
13	-82.6482	7
13	-82.6978	7
13	-82.7471	7
13	-82.796	7
13	-82.8447	7
13	-82.8932	7
13	-82.9413	7
13	-82.9891	7
19	-84.3225	7
13	-83.0368	7
13	-84.2472	7
19	-84.2472	7
13	-83.0843	7
13	-84.1713	7
19	-84.1713	7
13	-83.1314	7
13	-84.0948	7
19	-84.0948	7
13	-83.1783	7
13	-84.0177	7
19	-84.0177	7
13	-83.2249	7
13	-83.9399	7
19	-83.9399	7
13	-83.2712	7
13	-83.8613	7
19	-83.8613	7
13	-83.3173	7
19	-83.782	7
13	-83.3631	7
13	-83.7018	7
19	-83.7018	7
13	-83.4089	7
13	-83.6212	7
19	-83.6212	7
13	-83.4542	7
13	-83.5396	7
19	-83.5396	7
13	-83.4994	7
19	-83.4573	7
13	-83.5444	7
13	-83.3741	7
19	-83.3741	7
13	-83.5892	7
13	-83.2903	7
19	-83.2903	7
13	-83.6336	7
13	-83.2057	7
19	-83.2057	7
13	-83.6778	7
13	-83.1201	7
19	-83.1201	7
13	-83.7219	7
13	-83.0338	7
19	-83.0338	7
13	-83.7656	7
13	-82.9466	7
19	-82.9466	7
13	-83.8092	7
19	-82.8585	7
13	-83.8525	7
13	-82.7695	7
19	-82.7695	7
13	-83.8956	7
13	-82.6796	7
19	-82.6796	7
13	-83.9386	7
13	-82.5886	7
19	-82.5886	7
13	-83.9814	7
13	-82.4968	7
19	-82.4968	7
13	-84.024	7
13	-82.404	7
19	-82.404	7
13	-84.0663	7
13	-82.3103	7
19	-82.3103	7
13	-84.1083	7
19	-82.2155	7
13	-84.1503	7
13	-82.1196	7
19	-82.1196	7
13	-84.1919	7
13	-82.0227	7
19	-82.0227	7
13	-84.2334	7
13	-81.9246	7
19	-81.9246	7
13	-84.2747	7
13	-81.8256	7
19	-81.8256	7
13	-84.3158	7
13	-81.7251	7
