50690291	4
-0.00	-0.00
48.49	48.30
98.98	102.87
2101.10	2490.66
179235221	2
2101.87	2491.74
2148.46	2570.28
52721870	2
2158.19	2569.53
2161.70	2573.80
50691047	2
2161.70	2573.80
2310.84	2754.89
52527662	2
2310.84	2754.89
2370.98	2821.64
237731428#0	2
2370.98	2821.64
2433.16	2891.34
237731428#1	4
2439.07	2896.45
2494.74	2965.42
2543.85	3020.19
2600.18	3075.03
237731428#2	30
2600.18	3075.03
2644.96	3115.56
2677.18	3143.51
2701.88	3164.38
2727.60	3183.93
3206.34	3533.85
3227.91	3549.12
3250.67	3564.57
3273.17	3578.94
3296.16	3592.83
3317.33	3605.14
3338.51	3616.87
3361.09	3628.63
3385.87	3640.86
3408.12	3651.27
3430.27	3660.93
3453.86	3670.26
3479.56	3679.72
3507.29	3689.26
3535.69	3698.39
3565.62	3706.72
3596.43	3714.18
3626.76	3720.73
5070.52	3993.50
5133.15	4004.79
5193.44	4015.18
5263.07	4026.34
5320.54	4034.94
5381.68	4043.41
5585.95	4070.31
